CHLA,ALK,TDP,TDN,K,MG,SRSI,MN,CL,FE,SO4,DOC,NO3,PARTN,NA,COND,NH3,DIC,PARTP,PH,CA,NO2,PARTC,SECCHI_DEPTHS,MEAN_DAILY_DISCHARGE
1.6475,195.8,16.885,672,0.36,1.08,6.175,0,0.26,0.58,2.53,1693,14,16,1.83,33,6,301,4,6.22,4.05,0,303.6,4.25,0.004
1.6475,0,51.02,1380,0.31,0.88,4.842,0.0155,0.2,1.06,0.48,5359,2,84.8,0.95,47,34,452,8,4.07,2.59,0,1208,4.25,0.004
1.6475,43.6,39.417,991,0,0.72,6.559,0,0.48,0.89,1.56,2593,2,41.8,1.06,26.5,25,477,5,4.84,2.49,0,511,4.25,0.004
1.6475,173.6,3.097,258,0.41,0.76,2.264,0,0.24,0.02,1.98,613,1,57.2,1.11,25.5,5,187,3,7.07,2.78,0,614,4.25,0.004
1.55,174.2,2.424,197,0.38,0.59,0.43,0,0.19,0,1.54,361,2,28.9,0.71,25.125,4,69,4,7.27,2.73,0,433.8,4.5,0.004
1.6475,119.4,16.372,788,0.34,0.86,5.737,0.0146,0.24,0.69,1.52,2241,12,29.1,1.39,27.6,10,293,5,5.59,3.46,0,302.8,4.25,0.004
1.6475,0,33.471,1099,0.53,0.75,3.403,0.0147,0.21,0.93,0.26,4456,1,63,0.8,46,19,425,4,4.06,2.17,0,710.5,4.25,0.004
1.6475,165.2,3.167,258,0.39,0.74,2.198,0,0.23,0,1.93,594,2,64.9,1.1,25,3,180,4,7.17,2.74,0,540.5,4.25,0.004
3.44,127.2,3.505,266,0.32,0.72,0.438,0,0.16,0,1.25,592,2,50.4,0.63,25.125,5,141,4,7.03,1.88,0,487.6,4.25,0.004
3.55,168.8,2.653,246,0.4,0.74,2.229,0,0.25,0,1.96,616,1,34.6,1.09,25.125,6,186,3,6.99,2.76,0,356.3,3.5,0.004
1.6475,131.8,14.254,718,0.32,0.84,6.129,0,0.29,0.72,1.06,2037,29,24.1,1.32,25,7,281,5,5.86,3.35,0,322.4,4.25,0.004
1.6475,0,37.11,1191,0.52,0.69,3.925,0,0.22,1.07,0.15,4492,1,69.2,0.76,41,23,398,6,4.09,2.02,0,940.5,4.25,0.004
1.6475,14.6,13.577,628,0,0.47,5.194,0,0.29,0.47,1.47,1758,4,27.8,0.81,20.3,10,288,3,4.78,1.66,0,264.9,4.25,0.004
1.6475,165,2.911,271,0.37,0.71,2.266,0,0.24,0.01,1.91,598,3,51.8,1,24,2,196,4,6.92,2.63,0,568.5,4.25,0.004
2.28,172.1,1.939,205.5,0.35,0.57,0.4155,0,0.19,0,1.545,366.5,0,30.55,0.64,25.125,0,201.5,3,7.18,2.615,0,398.8,5,0.004
1.6475,165.6,11.735,610,0,0.87,6.828,0,0.23,0.66,0.98,1970,6,0,1.43,26.6,24,260,2,6.13,3.43,0,213.9,4.25,0.004
1.6475,0,47.541,1312,0.56,0.7,4.697,0,0.23,1.16,0.15,4444,0,5739,0.79,38,113,395,5,4.19,2.14,0,990,4.25,0.004
1.6475,20.4,15.005,608,0,0.42,5.536,0,0.22,0.48,1.29,1697,3,0,0.81,19.5,27,367,2,4.82,1.46,0,313,4.25,0.004
3.315,122.5,2.579,289.5,0.315,0.69,0.495,0,0.17,0,1.305,596,0.5,39.7,0.585,25.125,10.5,153.5,5,6.77,1.8,0,511.6,4.25,0.004
3.29,170.4,2.415,269,0.4,0.71,2.242,0,0.27,0.02,1.97,670,0,38.4,1,25.125,1,203,3,6.84,2.65,0,513,4.25,0.004
1.6475,190.7,13.5125,548,0,0.93,7.1135,0.00195,0.175,0.64,1.025,1618,10,0,1.56,29,6,315,2,6.27,3.58,0,191.15,4.25,0.004
1.6475,0,67.202,1502,0.55,0.71,5.06,0,0.24,1.26,0.13,4687,1,66.7,0.83,38.9,153,372,6,4.23,2.18,0,1103.5,4.25,0.004
1.6475,22.8,20.991,662,0,0.44,5.855,0,0.23,0.57,1.13,1801,9,17.6,0.86,19.6,15,379,3,4.89,1.55,1,355.9,4.25,0.004
1.6475,347.8,3.178,263,0.37,0.7,2.39,0,0.23,0.01,1.98,657,1,34.6,0.98,26.5,0,202,4,6.90,2.63,0,526.5,4.25,0.004
1.6475,0,87.032,1733,0.59,0.73,5.314,0.014,0.26,1.31,0.13,5251,3,185.7,0.82,36.6,226,428,15,4.14,2.32,0,3431,4.25,0.004
1.6475,28.4,27.133,757,0,0.45,6.159,0,0.36,0.62,0.84,1967,23,20.8,0.87,19.8,20,374,4,4.89,1.62,0,457.6,4.25,0.004
1.6475,168.3,2.904,252.5,0.375,0.705,2.311,0,0.245,0.01,1.99,610,3.5,39.35,0.99,25.25,3.5,192,3.5,6.92,2.65,0,556.25,4.25,0.004
1.6475,123.6,12,402,0.42,0.66,4.419,0,0.17,0.31,1.24,1271,22,21.2,1.34,22.9,17,227,3,6.01,2.52,0,244.7,4.25,0.004
1.6475,0,25.8,402,0.83,0.28,3.406,0.0155,0.11,0.41,0.26,2317,0,85.9,0.57,29.5,17,227,10,4.23,0.82,0,1029,4.25,0.004
1.6475,20.8,10.9,402,0.38,0.39,3.47,0,0.26,0.25,1.77,1197,28,28.2,0.87,18.3,17,285,4,4.99,2.37,0,325.4,4.25,0.004
1.6475,155.6,2.7,402,0.43,0.7,2.564,0,0.24,0.03,1.79,600,42,43,1.1,25.8,17,227,4,6.69,2.64,1,399.6,4.25,0.004
1.06,174.8,1.92,185,0.42,0.59,0.629,0,0.19,0.02,1.43,325,5,41.6,0.75,25.125,17,213,4,6.93,2.73,2,402.5,6,0.004
1.6475,148.6,5.5,452,0.42,0.81,4.7,0,0.14,0.36,1.4,669,2.7,12,1.63,24.7,17,235,2,6.34,2.91,0,175.1,4.25,0.004
1.6475,0,5.5,977,0.8,0.33,4.489,0,0.13,0.59,0.32,1306,2.7,104.5,0.72,29.6,17,263,1,4.32,0.96,0,1042.5,4.25,0.004
1.6475,20,5.5,537,0.26,0.42,3.708,0,0.21,0.26,1.75,591,2.7,18.9,0.92,18.6,17,294,4,5.06,1.35,2,296.9,4.25,0.004
3.92,165,5.5,264,0.41,0.76,2.485,0,0.25,0.03,1.8,584,2.7,51.7,1.13,25.125,17,190,5,6.89,2.83,2,488.5,4.25,0.004
1.6475,116.2,8.88,486,0.38,0.71,4.116,0,0.13,0.3,1.01,1481,12,11.4,1.29,23.4,2,209,2,6.08,2.75,0,184.1,4.25,0.004
1.6475,0,15.7,624,0.74,0.33,3.61,0.015,0.13,0.45,0.25,2417,0,66.2,0.68,28.8,14,270,7,4.27,0.94,1,565.5,4.25,0.004
1.6475,23.8,7.17,415,0.16,0.41,3.182,0,0.13,0.23,1.43,1301,10,15.1,0.77,17.9,3,221,3,4.99,1.33,1,210.8,4.25,0.004
1.6475,162.2,2.9,281,0.42,0.74,2.339,0,0.25,0.03,1.79,610,17,56.1,1.13,24.7,3,159,5,7.08,2.78,1,480.7,4.25,0.004
1.71,118,3.111,283,0.33,0.73,0.733,0,0.2,0,1.2,542,24,60.5,0.67,25.125,6,131,5,7.12,1.91,1,423.3,4.25,0.004
0.59,171.3,1.4,212.5,0.375,0.62,0.6395,0,0.21,0,1.44,330.5,0,46.65,0.735,25.125,4,191.5,5,7.37,2.83,1,375.95,6.5,0.004
1.6475,162.8,8.81,541,0.4,0.86,4.223,0,0.15,0.42,0.98,1577,6,26.1,1.59,26.7,17,208,2,6.18,3.39,1,233.6,4.25,0.004
1.6475,0,18.115,765.5,0.74,0.33,4.323,0,0.12,0.505,0.215,2635,0,47.8,0.795,30.2,126,230.5,7.5,4.26,0.965,2,608.75,4.25,0.004
1.6475,17.6,8.62,424,0.11,0.42,3.303,0,0.1,0.26,1.29,1471,14,23.6,0.81,18,22,234,3,4.97,1.42,1,292.3,4.25,0.004
1.94,160,2.333,264,0.39,0.74,2.442,0,0.25,0,1.75,618,1,48.5,1.13,25.125,11,161,5,7.14,2.74,1,477.8,2.5,0.004
1.42,121.4,2.333,230,0.32,0.72,0.599,0,0.19,0,1.17,558,1,48.9,0.66,25.125,8,122,4,7.23,1.89,0,478.2,4.25,0.004
1.6475,169.4,8.775,529,0.3,0.91,5.22,0,0.1,0.49,0.93,1672,13,11.3,1.69,26,17,263,3,6.33,3.51,1,206.8,4.25,0.004
1.6475,0,15.925,726,0.72,0.37,4.715,0,0.11,0.56,0.17,1455,0,24.4,0.87,30.2,110,304,4,4.40,1.11,0,382.8,4.25,0.004
1.6475,27,5.567,454.5,0.08,0.435,3.98,0,0.1,0.345,1.2,1112.5,19,0,0.865,17.85,17.5,327.5,2.5,5.05,1.495,1,189.85,4.25,0.004
1.6475,161.2,0.159,246,0.38,0.73,2.41,0,0.23,0,1.74,603,0,57.7,1.11,23.9,7,162,4,7.19,2.71,0,482.9,4.25,0.004
0.76,177.2,2.89,218,0.38,0.62,0.576,0,0.22,0,1.43,365,0,29.4,0.75,25.125,1,186,4,7.39,2.83,0,322.6,4.25,0.004
1.6475,240.15,12.3355,541.5,0.365,1.14,5.297,0,0.13,0.52,0.915,1556,22,67,1.95,32.125,17.5,316,3.5,6.53,4.245,1,294.55,4.25,0.004
1.6475,0,19.966,887,0.79,0.44,5.216,0,0.12,0.63,0.11,3006,3,39.15,0.95,30.75,164,297,4,4.35,1.34,0,450.7,4.25,0.004
1.6475,27.4,9.373,582,0.12,0.46,3.929,0,0.07,0.42,0.81,1660,18,39.15,0.9,18.25,20,435,3,5.07,1.66,1,334.6,4.25,0.004
1.6475,157.6,2.191,236,0.42,0.77,2.364,0,0.24,0.04,1.76,608,0,39.15,1.14,24.5,16,156,3,7.22,2.76,0,481.5,4.25,0.004
0.98,160.6,2.729,241,0.41,0.75,0.41,0,0.24,0,1.77,600,5,39.15,1.13,25.125,12,164,4,7.12,2.76,1,426.6,4,0.004
1.47,120.8,2.963,243,0.35,0.73,0.562,0,0.2,0,1.15,521,1,34.2,0.67,25.125,9,118,3,6.80,1.89,1,415.3,4.25,0.004
1.6475,257,15.258,731,0.25,1.21,5.321,0,0.11,0.65,0.71,1850,24,11.9,1.98,33.5,17,340,3,6.43,4.66,2,282.5,4.25,0.004
1.6475,0,17.6085,944,0.78,0.49,5.108,0.0153,0.115,0.645,0.08,3403.5,0,26.8,0.99,32.05,117,312,3.5,4.30,1.455,2,391.65,4.25,0.004
1.6475,43.8,9.834,651,0.11,0.5,2.633,0,0.12,0.53,0.54,1854,2,23.7,0.95,19,15,445,3,5.07,1.78,2,303.4,4.25,0.004
1.6475,160.2,2.782,264,0.42,0.74,2.357,0,0.24,0,1.75,602,0,44.2,1.12,24.4,10,166,5,7.17,2.75,2,458.6,4.25,0.004
0.87,171,2.033,152,0.4,0.63,0.538,0,0.21,0,1.44,339,0,30.5,0.75,25.125,16,183,3,7.37,2.89,1,363.4,5.25,0.004
1.6475,50.8,12.727,571,0.12,0.49,2.409,0,0.15,0.49,0.59,1759,1,81.6,0.96,17.5,16,345,7,5.23,1.73,0,691,4.25,0.004
1.6475,160.6,1.41,230,0.41,0.74,2.585,0,0.26,0,1.76,624,0,43.4,1.13,24.75,13,156,2,7.28,2.72,0,533.5,4.25,0.004
1.5,161.8,3.501,250,0.41,0.75,2.354,0,0.25,0,1.77,618,0,33.3,1.18,25.125,17,160,2,7.25,2.8,0,407.9,4.25,0.004
1.6475,255.8,24.71,664,0.3,1.28,5.68,0,0.15,0.86,0.53,1975,54,33.6,1.92,34.3,37,325,5,6.41,5.06,1,333.6,4.25,0.004
1.6475,0,14.9565,719,0.645,0.535,4.815,0.01695,0.105,0.71,0.05,3551.5,0,27.1,0.985,35.1,64,315,4.5,4.26,1.635,3,314.45,4.25,0.004
1.6475,20.2,9.357,542,0.07,0.49,4.156,0,0.14,0.58,0.45,1998,0,27.4,0.93,18.2,14,413,4,4.95,1.83,0,314.7,4.25,0.004
1.6475,157.4,1.772,237,0.41,0.74,2.331,0,0.25,0,1.74,619,1,90.3,1.14,24.5,4,152,4,7.26,2.79,1,737,4.25,0.004
0.89,198,2.842,176,0.39,0.62,0.492,0,0.2,0,1.43,335,0,40.5,0.74,25.125,14,177,5,7.42,2.85,3,492.1,4.25,0.004
1.6475,370.55,12.3745,775,0.285,1.26,6.1505,0.0325,0.145,0.92,0.505,1939.5,38,56.5,1.885,38.25,23.5,451.5,7,6.31,5.345,0,768,4.25,0.004
1.6475,15,21.358,896,0.68,0.56,5.079,0.0174,0.15,0.81,0.06,3806,0,32.6,1.07,36,59,325,5,4.24,1.84,0,305.4,4.25,0.004
1.6475,100,10.65,631,0.04,0.47,4.289,0,0.14,0.61,0.4,1915,3,18.8,0.91,19.3,0,479,3,5.04,1.87,0,275.1,4.25,0.004
1.6475,194,2.847,265,0.37,0.71,2.308,0,0.24,0,1.74,616,1,56.4,1.09,24.5,0,151,3,7.32,2.81,0,481.3,4.25,0.004
1.94,192,1.059,249,0.395,0.71,2.308,0,0.26,0,1.745,612,1,55.8,1.09,25.125,7,159,4.5,7.20,2.835,0,461.05,4.25,0.004
1.115,165,1.53,257.5,0.335,0.7,0.5175,0,0.205,0,1.15,527,0,37.4,0.645,25.125,6,133.5,3,7.17,1.985,0,449.15,4.25,0.004
1.6475,209.5,2.0425,256.5,0.385,0.69,1.1595,0,0.245,0,1.76,605,0,46.15,1.085,0.805,8.5,169,3.5,7.28,2.86,0,494.1,4.25,0.004
0.795,179.8,1.5365,216,0.38,0.57,0.462,0,0.18,0,1.47,335.5,0,104.65,0.73,25.125,19,190.5,4,7.39,2.99,0,952.9,4.25,0.004
1.82,196,1.111,275,0.41,0.77,2.3,0,0.23,0,1.9,587,0,64.3,1.15,25.125,25,160,4,7.21,2.81,1,504,4.25,0.004
1.04,173,2.689,238,0.34,0.75,0.512,0,0.17,0,1.17,512,0,41.9,0.69,25.125,28,129,3,7.08,1.95,1,403.2,4.25,0.004
1.68,174,2.493,267,0.41,0.77,0.088,0,0.24,0,1.85,589,1,54.5,1.14,25.125,36,162,3,7.28,2.85,2,497,4.25,0.004
1.06,132,2.493,258,0.37,0.76,0.502,0,0.22,0,1.22,514,2,42.7,0.73,25.125,34,127,3,7.16,1.96,0,436.1,4.25,0.004
0.97,181,1.55,205,0.395,0.63,0.407,0,0.195,0,1.455,341,0,56.4,0.765,25.125,12.5,188.5,3.5,7.35,2.905,5,542.5,4.25,0.004
2.49,171.2,1.828,233,0.41,0.77,3.192,0,0.23,0,1.84,601,11,58.9,1.14,25.125,0,167,3,7.20,2.84,0,492.9,4,0.004
1.32,138,1.3,251,0.34,0.76,0.486,0,0.16,0,1.21,519,6,47.3,0.69,25.125,12,141,2,7.21,1.98,0,458.2,4.25,0.004
1.35,184,2.2,195,0.39,0.63,0.365,0,0.2,0,1.49,338,5,44.8,0.78,25.125,8,204,4,7.35,2.89,0,498.9,4.25,0.004
2.805,171.5,3,235.5,0.41,0.765,2.205,0,0.225,0,1.85,570,1.5,47.15,1.15,25.125,20.5,183.5,3.5,7.07,2.835,0,428.5,4.25,0.004
1.6475,95,16.416,811,0.25,1.35,5.825,0.0205,0.4,0.53,8.38,2168,10,31,1.79,43.1,33,291,6,5.53,5.06,8,300.7,4.25,0.004
1.6475,0,14.303,468,0.49,1.18,4.091,0.0316,0.26,0.74,3.61,4830,0,75.3,1.11,60,56,445,8,4.02,3.27,1,644.5,4.25,0.004
1.6475,10,12.367,808,0.36,0.88,4.51,0.0178,0.49,0.45,3.58,2590,1,63.3,1.04,35.6,42,470,8,4.62,2.96,1,517,4.25,0.004
4.59,113,2.508,261,0.35,0.76,0.523,0,0.16,0,1.18,593,2,54.5,0.67,25.125,20,136,4,6.84,1.96,1,562.5,4.25,0.004
1.6475,81,9.065,528,0.19,0.84,5.043,0.0113,0.27,0.51,2.9,2100,11,24.8,1.36,27.5,66,236,4,5.50,3.28,7,179.8,4.25,0.004
1.6475,0,9.584,639,0.38,0.88,3.591,0.0221,0.23,0.6,3.15,3937,0,37.1,1.01,161,80,375,3,4.09,2.49,2,300.9,4.25,0.004
1.6475,13,4.832,706,0.165,0.5,4.026,0,0.255,0.31,1.72,1583,1,22.95,0.805,22.8,62,321.5,2.5,4.73,1.645,2,170.85,4.25,0.004
1.6475,166,1.981,426,0.39,0.75,2.148,0,0.21,0,1.9,580,0,62.5,1.11,25,52,194,5,6.96,2.78,4,458.8,4.25,0.004
3.46,169,1.463,255,0.39,0.76,2.227,0,0.23,0,1.9,591,0,61.9,1.1,25.125,52,190,5,6.95,2.79,4,489.5,4.25,0.004
5.53,118,3.5,263,0.33,0.74,0.46,0,0.15,0.02,1.25,575,0,71.2,0.67,25.125,1,480,5,6.80,1.94,4,677.5,4.25,0.004
1.6475,89,8.8,524,0.17,0.77,5.652,0,0.25,0.44,2.9,1770,7,0,1.42,26.4,3,247,1,5.67,3.03,5,420.1,4.25,0.004
1.6475,0,9.8,731,0.34,0.82,4.178,0.0194,0.23,0.58,2.67,3550,3,15,1.01,44.2,14,341,4,4.16,2.32,1,250,4.25,0.004
1.6475,17.5,6.1,418,0.085,0.45,4.624,0,0.3,0.315,1.88,1477,6.5,5.95,0.91,20.75,5,312,3.5,4.85,1.545,1,141.65,4.25,0.004
1.6475,0,8.7,662,0.34,0.67,4.24,0.0165,0.24,0.54,1.71,3255,3,25.3,0.96,39.4,48,326,2,4.20,1.92,2,211.3,4.25,0.004
1.6475,29,5.8,384,0.1,0.43,4.268,0,0.31,0.3,1.72,1352,1,0,0.88,19.2,37,304,1,4.96,1.45,2,118.3,4.25,0.004
2.82,138,1.5,210,0.38,0.62,0.414,0,0.17,0,1.44,421,0,52.4,0.74,25.125,32,211,4,7.07,2.82,3,561.5,4.25,0.004
3.16,170,3.4,252,0.39,0.76,2.317,0,0.23,0,1.92,586,8,58.6,1.12,25.125,39,218,4,6.72,2.81,5,420.9,3.25,0.004
1.6475,79,8.6,409,0.14,0.65,5.581,0,0.29,0.4,2.2,1472,5,0,1.34,22.4,15,217,2,5.71,2.49,8,117.8,4.25,0.004
1.6475,0,10,621,0.34,0.63,4.797,0.0145,0.22,0.53,1.32,3144,1,14.2,0.95,36.7,22,293,3,4.23,1.83,4,224.7,4.25,0.004
1.6475,20,6.2,339,0.1,0.4,4.555,0,0.33,0.27,1.68,1286,4,0,0.87,18.5,17,282,2,4.94,1.35,5,125.8,4.25,0.004
1.6475,163.5,3.9,246.5,0.385,0.745,2.2135,0,0.24,0,1.87,587.5,13,43.85,1.1,25.15,14,224.5,5.5,6.65,2.765,9.5,467.35,4.25,0.004
1.6475,72,7.7,411,0.16,0.61,5.096,0,0.3,0.37,1.98,1472,2,0,1.26,21.1,30,204,4,5.68,2.32,7,117.8,4.25,0.004
1.6475,0,8.4,554,0.34,0.53,4.416,0,0.22,0.47,1.12,1449,0,21,0.89,33.7,43,272,4,4.25,1.51,4,221.1,4.25,0.004
1.6475,15,5.2,323,0.11,0.38,4.062,0,0.29,0.24,1.62,1237,0,0,0.85,17.9,32,236,4,4.29,1.27,4,115.2,4.25,0.004
2.25,182,3.4,206,0.38,0.63,0.645,0.2013,0.19,0.03,1.41,345,0,43.2,0.72,25.125,28,270,4,6.74,2.9,4,480.3,4.25,0.004
3.58,128,3.3,279,0.34,0.76,0.718,0,0.19,0.03,1.26,541,1,60.4,0.66,25.125,17,228,4,6.52,2.08,4,555,4.25,0.004
3.04,169,3.9,271,0.38,0.75,2.532,0.0147,0.24,0.05,1.9,555,34,46.7,1.11,25.125,30,250,4,6.60,2.81,7,393.9,4.25,0.004
1.6475,75,8.3,437,0.2,0.65,5.574,0,0.36,0.4,2.2,1449,8,16.8,1.48,22.6,43,224,4,5.84,2.58,6,257.6,4.25,0.004
1.6475,20,5.5,385,0.13,0.38,4.436,0,0.34,0.28,1.59,1229,7,0,0.92,18,42,274,4,5.00,1.31,5,131.4,4.25,0.004
1.6475,164,4.3,289,0.42,0.75,2.368,0,0.24,0.04,1.9,574,33,36.1,1.14,25.6,38,262,4,6.60,2.85,7,432.1,4.25,0.004
0.98,160.6,1.3,284.91,0.41,0.81,2.566,0,0.24,0.03,2.04,554,68.4,32,1.02,25.125,2.85,281,4,6.47,2.72,0.6,308,4.125,0.004
1.6475,105.6,5,422.03,0.41,0.66,4.507,0,0.24,0.26,1.71,1176,29.9,22,1.19,28.1,10.24,226,2,5.99,2.19,1.8,174,4.25,0.004
1.6475,0,8.2,500.1,0.53,0.26,4.255,0,0.14,0.29,0.68,2130,2,37,0.65,16.1,13.46,259,4,4.27,0.78,3.5,451,4.25,0.004
1.6475,24.6,4.3,361.7,0.23,0.37,3.434,0,0.18,0.22,1.73,974,39.5,15,0.65,21.5,17.42,248,3,5.20,1.05,2.1,181,4.25,0.004
1.51,171.8,1.1,220.23,0.36,0.65,0.887,0.1055,0.19,0,1.58,310,53.2,40,0.65,25.125,12.52,291,6,6.64,2.74,2.5,353,5.5,0.004
1.6475,95,6.6,577,0.44,0.64,4.673,0,0.24,0.27,1.82,1220,23.6,14,1.37,23.5,27.78,248,3,4.34,2.37,2.9,150,4.25,0.004
1.6475,0,10.1,692.981,0.5,0.27,4.582,0,0.15,0.4,0.73,2129,0.5,55,0.73,26,40.55,278,7,5.10,0.74,4.8,450,4.25,0.004
1.6475,156.9,2.3,375.4995,0.355,0.685,2.5155,0,0.285,0.03,2.045,554.5,51.75,43.5,1.03,24.75,25.785,240.5,4,6.67,2.52,2.65,353.5,4.25,0.004
1.6475,140.6,8.7,449.836,0.43,0.67,4.694,0,0.18,0.2,1.95,1240,7.6,23,1.55,25.125,20.57,212,2,6.27,2.51,2.7,155,4.25,0.004
1.6475,0,13.1,577.399,0.47,0.3,5.035,0,0.15,0.45,0.71,2156,0,47,0.79,26.5,61.25,265,6,4.37,0.83,6,450,4.25,0.004
1.6475,26.6,6.2,383.261,0.15,0.35,3.683,0,0.2,0.25,1.95,1091,35.2,29,0.82,17,21.71,278,3,5.08,1.11,2.7,193,4.25,0.004
1.6475,161.4,3.95,256.9095,0.385,0.685,2.5085,0,0.245,0.03,2.14,563,30.25,47.5,1.06,25.25,13.87,196.5,4.5,6.94,2.52,1.9,430,4.25,0.004
3.07,162,4.2,250.579,0.37,0.68,2.524,0,0.24,0,2.14,572,24.5,59,1.03,25.125,3.36,193,4,7.01,2.52,1.3,510,2.75,0.004
2.35,176.2,3.7,194.115,0.33,0.55,0.799,0.043,0.23,0,1.56,332,0,62,0.69,25.125,6.73,209,6,7.21,2.54,1.4,480,3,0.004
2.06,123.6,2.4,234.7,0.34,0.69,0.843,0,0.21,0.02,1.45,525,0.59,60,0.64,25.125,6.27,141,4,5.40,1.78,0.6,556,4.25,0.004
1.6475,120,6.6,438.1,0.34,0.62,4.429,0.026,0.18,0.31,1.54,1411,9.13,12,1.42,23,3.56,229,2,6.02,2.34,1.7,208,4.25,0.004
1.6475,0,9.6,503.4,0.43,0.3,4.133,0.0191,0.14,0.43,0.56,2339,1.1,47,0.78,28,38.72,252,6,4.34,0.81,5.6,496,4.25,0.004
1.6475,159.6,2.1,246.15,0.38,0.665,2.458,0,0.26,0,2.09,566.5,21.375,60.5,1.05,24.25,13.31,170,4.5,7.11,2.445,1.25,624.5,4.25,0.004
1.12,171.4,2.4,212.1,0.37,0.55,0.747,0,0.19,0,1.43,311,2.05,43,0.69,25.125,12.2,200,3,7.25,2.55,0.9,415,5,0.004
1.6475,162.8,8,489.5,0.43,0.74,4.512,0,0.14,0.31,1.58,1373,5,17,1.62,26.5,13.87,293,2,6.25,2.76,2.2,227,4.25,0.004
1.6475,0,48.9,669.3,0.46,0.32,4.675,0,0.16,0.44,0.52,2367,1.77,106,0.88,28,72,275,7,4.35,0.88,7,1745,4.25,0.004
1.6475,28.6,4.8,388.2,0.09,0.34,3.372,0,0.15,0.26,1.68,1224,17.5,17,0.81,17.5,15.19,346,1,5.07,1.14,2.3,236,4.25,0.004
1.6475,158.8,2.4,274,0.445,0.645,2.249,0,0.245,0,2.045,586.5,4.705,69,1.055,25.25,12.49,173.5,4.5,7.18,2.375,1.15,772,4.25,0.004
3.95,162,2.9,255.55,0.36,0.64,2.3635,0,0.23,0,1.975,578,5.07,64,1.035,25.125,21.24,170.5,3.5,7.17,2.355,1.5,542,4.25,0.004
2.065,121.2,3.25,271.1,0.305,0.635,0.7795,0,0.185,0,1.37,531,4.155,50.5,0.63,25.125,22.18,136,4.5,7.08,1.66,0.7,433.5,4.25,0.004
1.6475,108.8,8.5,396.6,0.27,0.6,4.555,0,0.1,0.39,1.08,1733,4.2,24,1.23,25.125,22.09,263,2,5.86,2.36,2.4,241,4.25,0.004
1.6475,0,9.2,342.7,0.38,0.31,3.697,0.0149,0.13,0.39,0.31,2440,0.51,26,0.81,25.125,25.69,284,3,4.30,0.86,3.8,341,4.25,0.004
1.6475,170.1,2.9,239.4,0.495,0.32,2.3475,0.525,0.26,0.185,1.985,586,3.3,55,1.695,25.125,20.495,166,3.5,7.17,2.325,1.2,588.5,4.25,0.004
1.05,174,3.1,174.1315,0.335,0.58,0.629,0,0.195,0,1.645,332.5,3.1,37.5,0.66,25.125,9.195,202,2,7.37,2.7,0.85,359.5,4.25,0.004
1.6475,178.4,10.4,487.598,0.35,0.89,5.104,0,0.15,0.44,0.12,1630,7.99,14,1.48,27,13.54,306,1,6.30,3.43,2.7,147,4.25,0.004
1.6475,0,8.4,502.818,0.33,0.34,4.289,0,0.13,0.41,0.26,2521,7.47,17,0.83,27.5,35.2,282,1,4.33,1.02,6.2,249,4.25,0.004
1.6475,159.1,3.1,241.5875,0.35,33.835,2.29,0,0.235,0,2.045,598.5,2.435,50,0.99,23.75,25.83,167.5,3,7.20,2.495,1.45,475.5,4.25,0.004
1.82,163,3.1,239.832,0.35,0.67,2.384,0,0.26,0,2.05,615,2.37,56,0.95,25.125,9.4,166,3,7.17,2.52,1,467,4.25,0.004
1.69,124.4,4.1,263.132,0.3,0.67,0.738,0,0.19,0,1.27,536,0.34,32,0.59,25.125,15.12,147,3,7.12,1.77,0.7,351,4.25,0.004
1.6475,251.2,14.8,600.6925,0.375,1.175,5.685,0,0.125,0.575,0.815,1819.5,8.62,7,1.755,32.5,24.1,332.5,2,6.51,4.415,2.8,179.5,4.25,0.004
1.6475,0,11.1,656.294,0.48,0.42,5.381,0,0.19,0.5,0.16,2811,4.1,18,0.99,28.5,53.19,286,2,4.33,1.26,8,194,4.25,0.004
1.6475,41.8,8.6,527.15,0.18,0.4,3.777,0,0.23,0.33,0.96,1513,6.43,0,0.83,16.5,25.6,435,1,5.02,1.4,2.1,194,4.25,0.004
1.6475,157.6,4.3,262.836,0.39,0.71,2.321,0,0.27,0,1.84,610,0.98,37,1.08,23.5,23.88,168,2,7.18,2.57,1.4,388,4.25,0.004
1.6475,194,19.8,826.7,0.51,1.45,5.774,0,0.13,0.81,0.59,2055,8.5,12,1.83,39,18.9,384,2,6.48,5.51,2,255,4.25,0.004
1.6475,162.2,4.2,317.2,0.41,0.7,2.361,0,0.29,0,2,646,1.7,55,1.08,24.5,10.4,158,3,7.16,2.57,0.8,620,4.25,0.004
0.73,173.4,3.7,215.5,0.35,0.57,0.661,0,0.19,0,1.56,363,1.7,27,0.64,25.125,23.1,187,2,7.14,2.67,1.7,280,7.75,0.004
1.345,164.5,2.75,285.6,0.365,0.68,2.9795,0,0.265,0,1.965,609.5,1.8,40.5,0.97,25.125,21.7,170,3,7.02,2.51,1.7,405,5,0.004
1.03,127.5,2.4,288.35,0.28,0.67,0.9835,0,0.205,0,1.195,556.5,2.95,31.5,0.58,25.125,18.2,148.5,3,7.00,1.745,0.6,379.5,4.25,0.004
1.6475,166.9,12.65,700,0.205,0.905,6.4535,0,0.15,0.59,0.75,2035.5,14,31.5,1.27,28.25,28.9,335,4.5,5.88,3.635,2.85,298,4.25,0.004
